Purl,Title,Source Id,Collection ID,Hydrus Collection,Object Type,Status,Reg. Date,Pub. Date,
"http://purl.stanford.edu/jk358xc0339","Gary Hickling Collection on Lotte Lehmann, 1926- 1995. ARS.0002","Hydrus:item-jmanton-2014-07-17T23:13:23.322Z","wm752pd6356","Archive of Recorded Sound - Supplemental Materials","item","v3 Accessioned","2014-07-17","2014-07-18",
"http://purl.stanford.edu/jk518dm8322","Spacing of Opening-Mode Fractures in Layered Rocks","Hydrus:item-elenas55-2015-06-30T23:18:18.171Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-30","2015-07-20",
"http://purl.stanford.edu/jk663vf2808","APO for Memorial Church Acoustics Collection","Hydrus:adminPolicy-dhartwig-2014-11-19T19:25:11.039Z","","","adminPolicy","v1 Accessioned","2014-11-19","2014-11-19",
"http://purl.stanford.edu/jk795qh0494","Reconciling education priorities and needs in India : top-down versus bottom-up reform perspectives","Hydrus:item-kkerns-2015-04-06T22:06:08.245Z","qd259nz6640","Graduate School of Education International Comparative Education Master's Monographs","item","v1 Accessioned","2015-04-06","2015-04-06",
"http://purl.stanford.edu/jk858kv5920","AMICA Founding Chapter Newsletter, 1975, January Issue","Hydrus:item-jessie2-2015-06-16T18:41:40.646Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-16","",
"http://purl.stanford.edu/jm047py8926","Merry widow","Hydrus:item-jmanton-2013-07-15T19:44:38.038Z","xg598bt7576","Donald Pippin Collection - MUS.0003","item","v3 Accessioned","2013-07-15","2014-05-19",
"http://purl.stanford.edu/jm059py0772","Minutes, 2011 Mar 10","Hydrus:item-dhartwig-2013-05-14T17:18:19.604Z","yb533nc1884","Stanford University, Cabinet, Records","item","v3 Accessioned","2013-05-14","2015-04-10",
"http://purl.stanford.edu/jm078pp3512","AMICA Bulletin, 1985, Volume 22, Issue 5","Hydrus:item-jessie2-2015-06-15T17:33:33.166Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jm147vg7670","AMICA Bulletin, 1983, Volume 20, Issue 10","Hydrus:item-jessie2-2015-06-15T17:10:16.976Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jm152zs2085","Records","Hydrus:item-dhartwig-2015-01-17T00:56:48.786Z","kx796qf6915","Spring Valley Water Company Records","item","v1 Registered","2015-01-17","",
"http://purl.stanford.edu/jm153gq5924","APO for Stanford Memorial Church Research Materials","Hydrus:adminPolicy-dhartwig-2014-12-18T23:19:49.007Z","","","adminPolicy","v1 Accessioned","2014-12-18","2014-12-18",
"http://purl.stanford.edu/jm216xk0650","Bacon: Letters and Life","Hydrus:item-yahairaa-2014-06-18T21:44:08.354Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v3 Accessioned","2014-06-18","2014-07-22",
"http://purl.stanford.edu/jm382km7468","Pneumatic Pneus Founding Chapter Newsletter, 2001, October Issue","Hydrus:item-jessie2-2015-06-17T16:03:00.898Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-17","",
"http://purl.stanford.edu/jm387ks0421","AMICA Bulletin, 1984, Volume 21, Issue 9","Hydrus:item-jessie2-2015-06-15T17:25:38.512Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jm396yj8087","Performance expectations and behavior in small groups. (Revised ed.) [TR 31]","Hydrus:item-regirob-2014-07-21T19:39:55.852Z","vj354pj0087","Laboratory for Social Research Technical Report Series (1961-1985), Stanford University Department of Sociology","item","v3 Accessioned","2014-07-21","2015-04-14",
"http://purl.stanford.edu/jm428kx6754","An 'Epochal' Agreement? Aftermath and Implications of the US-India Civil Nuclear Agreement on Indian Nuclear Policy and the Nonproliferation Regime","Hydrus:item-lauryndw-2014-05-23T19:06:51.405Z","md903dt5665","Center for International Security and Cooperation (CISAC) Interschool Honors Program in International Security Studies","item","v2 Accessioned","2014-05-23","2014-09-19",
"http://purl.stanford.edu/jm506cg2192","AMICA Bulletin, 1987, Volume 24, Issue 5","Hydrus:item-jessie2-2015-06-15T18:04:07.851Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jm732sw6221","Minutes, 2007 Mar 22","Hydrus:item-amorgan2-2013-04-25T23:48:22.674Z","yb533nc1884","Stanford University, Cabinet, Records","item","v5 Accessioned","2013-04-25","2015-04-26",
"http://purl.stanford.edu/jm769tq1430","The Earth Scientist","Hydrus:collection-dhartwig-2013-03-25T17:59:54.556Z","","","collection; set","v1 Accessioned","2013-03-25","2013-03-25",
"http://purl.stanford.edu/jm891rm3429","Van Austin Harvey, "Religious studies at Stanford: an historical sketch"","Hydrus:collection-dhartwig-2013-09-11T02:35:27.780Z","","","collection; set","v1 Accessioned","2013-09-11","2013-09-11",
"http://purl.stanford.edu/jn014dk0158","Audio--by title","Hydrus:item-dhartwig-2013-06-07T17:55:27.637Z","tw006tv4093","Entitled opinions (about life and literature) with Robert Harrison","item","v2 Accessioned","2013-06-07","2013-12-19",
"http://purl.stanford.edu/jn047sr8992","AMICA Bulletin, 2004, Volume 41, Issue 4","Hydrus:item-jessie2-2015-06-15T21:48:22.162Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jn080pk6590","APO for Undergraduate Theses, Department of Biology, 2014-2015","Hydrus:adminPolicy-cgier-2015-01-14T17:53:34.438Z","","","adminPolicy","v1 Accessioned","2015-01-14","2015-01-14",
"http://purl.stanford.edu/jn158yg7597","Wireless Sensing and Decentralized Control for Civil Structures: Theory and Implementation","Hydrus:item-racquelh-2013-11-22T00:27:36.409Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v1 Accessioned","2013-11-22","2013-11-22",
"http://purl.stanford.edu/jn231mr1766","Geometry and Structure of Normal Faults Forming the Eastern Boundary of Fucino Basin, Central Italy","Hydrus:item-elenas55-2015-06-28T20:45:39.286Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-06-28","2015-07-29",
"http://purl.stanford.edu/jn302wj8021","APO for Nancy Packer Stanford History Interview Notes and Typescript","Hydrus:adminPolicy-dhartwig-2015-01-16T22:24:22.857Z","","","adminPolicy","v1 Accessioned","2015-01-16","2015-01-16",
"http://purl.stanford.edu/jn370ty2344","Minutes, 2011 Dec 11-12","Hydrus:item-dhartwig-2013-04-02T19:40:19.612Z","kg903qq5246","Stanford University, Board of Trustees, Meeting Records","item","v3 Accessioned","2013-04-02","2015-04-10",
"http://purl.stanford.edu/jn385nz9098","Anatomy of a Normal Fault with Shale Smear and Its Impact on Fluid Flow","Hydrus:item-elenas55-2015-06-30T16:49:18.217Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-06-30","2015-07-29",
"http://purl.stanford.edu/jn472pm5186","Redrawing the Map","Hydrus:item-rpsmith-2015-06-09T04:43:58.863Z","fk441ps0303","Sounds of Stanford Collection - ARS.0154","item","v1 Accessioned","2015-06-09","2015-06-16",
"http://purl.stanford.edu/jn563wn9265","Ehrlich, Paul R.","Hydrus:item-cglasser-2014-08-28T22:42:14.635Z","zy176sq5284","Stanford Historical Society Oral History Program Interviews","item","v1 Accessioned","2014-08-28","2014-08-29",
"http://purl.stanford.edu/jn582sw6945","McCarty, Perry L.","Hydrus:item-cglasser-2015-01-20T20:21:35.776Z","zy176sq5284","Stanford Historical Society Oral History Program Interviews","item","v1 Accessioned","2015-01-20","2015-01-20",
"http://purl.stanford.edu/jn627pv1543","A Preliminary Investigation of the Dynamic Response of the Imperial County Services Buildings During the October 15, 1979 Imperial Valley Earthquake","Hydrus:item-racquelh-2013-11-22T17:52:01.210Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v1 Accessioned","2013-11-22","2013-11-23",
"http://purl.stanford.edu/jn762kc2184","APO for Jack Edwards Pneumatic Pneus Collection","Hydrus:adminPolicy-jmanton-2015-06-16T15:26:16.380Z","","","adminPolicy","v1 Accessioned","2015-06-16","2015-06-16",
"http://purl.stanford.edu/jn841kg2179","Common Belief and the Cultural Curriculum: An Intergenerational Study of Historical Consciousness","Hydrus:item-makokha-2014-04-16T19:54:48.079Z","tz959sb6952","Graduate School of Education Open Archive","item","v1 Accessioned","2014-04-16","2014-04-17",
"http://purl.stanford.edu/jn852sy1896","Strategic Plan 2014-2018","Hydrus:item-kgust-2014-11-24T18:22:28.290Z","bq187rh3787","Water in the West","item","v3 Accessioned","2014-11-24","2015-05-01",
"http://purl.stanford.edu/jn944xx3341","George B. Dantzig Papers","Hydrus:collection-dhartwig-2014-11-07T17:23:34.795Z","","","collection; set","v1 Accessioned","2014-11-07","2014-11-07",
"http://purl.stanford.edu/jp025yc8745","The Stanford Shale Smear Project 1998 Field Trip Guide","Hydrus:item-elenas55-2015-06-12T18:55:28.326Z","qb576gq9433","The Stanford Shale Smear Project","item","v1 Accessioned","2015-06-12","2015-07-30",
"http://purl.stanford.edu/jp186gk3204","Geochemical Traces of CO2 Emission From the Earth's Interior Along Large Normal Faults in Central Italy","Hydrus:item-elenas55-2015-06-19T19:52:01.538Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-19","2015-07-21",
"http://purl.stanford.edu/jp200jr3023","New Uses of Nuclear Weapons: Bunker Busting and Agent Defeat","Hydrus:item-krisk11-2015-07-06T18:06:34.771Z","md903dt5665","Center for International Security and Cooperation (CISAC) Interschool Honors Program in International Security Studies","item","v1 Accessioned","2015-07-06","2015-07-06",
"http://purl.stanford.edu/jp272jc6749","Modeling Compaction Localization in Sandstone: A New Field-Based Experimental Approach","Hydrus:item-elenas55-2015-06-29T15:56:31.714Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-29","2015-07-20",
"http://purl.stanford.edu/jp338jp9612","AMICA Bulletin, 2001, Volume 38, Issue 3","Hydrus:item-jessie2-2015-06-15T21:13:55.715Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jp370cp3463","AMICA Bulletin, 1997, Volume 34, Issue 6","Hydrus:item-jessie2-2015-06-15T20:32:09.491Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jp388fs1961","This is a collection title","Hydrus:collection-cabeer-2014-07-25T22:22:22.201Z","","","collection; set","v1 Registered","2014-07-25","",
"http://purl.stanford.edu/jp455tp4274","Interdisciplinary research teams as status systems. [TR 56]","Hydrus:item-regirob-2014-07-29T17:53:48.664Z","vj354pj0087","Laboratory for Social Research Technical Report Series (1961-1985), Stanford University Department of Sociology","item","v1 Registered","2014-07-29","",
"http://purl.stanford.edu/jp488dk0291","Hydrus","Hydrus:collection-rmetz-2014-03-13T21:58:21.503Z","","","collection","v1 Registered","2014-03-13","",
"http://purl.stanford.edu/jp696kt6740","Pneumatic Pneus Founding Chapter Newsletter, 1985, July Issue","Hydrus:item-jessie2-2015-06-16T22:57:42.904Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-16","",
"http://purl.stanford.edu/jp813ns8076","Paleo-Fluid Flow Indicators","Hydrus:item-elenas55-2015-06-29T19:49:32.884Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-29","2015-07-20",
"http://purl.stanford.edu/jp864dw2343","Michelle R. Clayman Institute for Gender Research Records","Hydrus:collection-dhartwig-2013-06-05T18:14:27.585Z","","","collection; set","v1 Accessioned","2013-06-05","2013-06-05",
"http://purl.stanford.edu/jp938zf3925","Sense-i: Artificial Sense of Direction for Pedestrians","Hydrus:item-mlehman2-2014-07-11T21:47:13.339Z","yd434fg1175","ME310 student project reports","item","v1 Accessioned","2014-07-11","2014-08-06",
"http://purl.stanford.edu/jp956sq0922","Extension of Study on Fundamental Period of Reinforced Concrete Moment-Resisting Frame Structures","Hydrus:item-carrickr-2013-09-12T18:41:00.570Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v3 Accessioned","2013-09-12","2014-01-22",
"http://purl.stanford.edu/jq060tg8562","YouEDU: Addressing Confusion in MOOC Discussion Forums by Recommending Instructional Video Clips","Hydrus:item-paepcke-2015-04-24T21:03:37.946Z","ns266hy8518","Lytics Lab","item","v1 Accessioned","2015-04-24","2015-04-24",
"http://purl.stanford.edu/jq310cr8075","AFROTC Bulletin","Hydrus:item-dhartwig-2015-07-01T18:28:52.925Z","qk738gt7457","AFROTC Bulletin","item","v1 Accessioned","2015-07-01","2015-07-01",
"http://purl.stanford.edu/jq372xy5848","Pneumatic Pneus Founding Chapter Newsletter, 2012, May Issue","Hydrus:item-jessie2-2015-06-17T17:41:29.457Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-17","",
"http://purl.stanford.edu/jq426sq3127","Smart Settings","Hydrus:item-regirob-2013-05-07T17:39:38.472Z","xf112dv1419","Big Idea Festival for Automotive Interfaces 2013","item","v2 Accessioned","2013-05-07","2013-08-20",
"http://purl.stanford.edu/jq509sk7959","Quantitative Analysis of Fracture Data and Inferring Reservoir Fracture Patterns From Wellbore Data","Hydrus:item-elenas55-2015-07-01T19:35:11.422Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-07-01","2015-07-29",
"http://purl.stanford.edu/jq723bq3598","The Complete Works and Correspondence of David Hume","Hydrus:item-dayanas-2014-06-17T21:19:18.868Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v3 Accessioned","2014-06-17","2014-08-01",
"http://purl.stanford.edu/jq724wy9856","AMICA Bulletin, 2004, Volume 41, Issue 3","Hydrus:item-jessie2-2015-06-15T21:46:28.145Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jq870qf8964","SPS (Smart Parking System)","Hydrus:item-petucket-2013-05-09T05:15:43.829Z","xf112dv1419","Big Idea Festival for Automotive Interfaces 2013","item","v2 Accessioned","2013-05-09","2013-08-20",
"http://purl.stanford.edu/jq916fc0388","AMICA Bulletin, 1975, Volume 12, Issue 4","Hydrus:item-jessie2-2015-06-12T17:16:18.482Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-12","2015-06-13",
"http://purl.stanford.edu/jr021qg5099","Statuary for Stanford University","Hydrus:item-dhartwig-2014-10-07T21:22:35.095Z","cr303wk0565","Statuary for Stanford University supplied by Antonio Frilli","item","v1 Accessioned","2014-10-07","2014-10-08",
"http://purl.stanford.edu/jr118vr5114","Stanford University Photographs","Hydrus:collection-dhartwig-2014-10-07T02:32:26.610Z","","","collection; set","v1 Accessioned","2014-10-07","2014-10-07",
"http://purl.stanford.edu/jr213sm0320","APO for","Hydrus:adminPolicy-jvine-2014-12-09T21:22:36.925Z","","","adminPolicy","v1 Registered","2014-12-09","",
"http://purl.stanford.edu/jr341rp8186","Stanford University Operating Budget Guidelines","Hydrus:collection-dhartwig-2014-11-25T19:41:08.116Z","","","collection; set","v1 Accessioned","2014-11-25","2014-11-25",
"http://purl.stanford.edu/jr398hh0375","The Letters of George Henry Lewes","Hydrus:item-yahairaa-2014-06-19T22:13:44.878Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v2 Accessioned","2014-06-19","2014-08-01",
"http://purl.stanford.edu/jr611wq3617","The Polar Bear in the Room: The Role of Institutions in the Changing Arctic","Hydrus:item-emstuart-2014-05-23T21:41:37.962Z","md903dt5665","Center for International Security and Cooperation (CISAC) Interschool Honors Program in International Security Studies","item","v1 Accessioned","2014-05-23","2014-05-23",
"http://purl.stanford.edu/jr652rx2541","Growth and Characterization of Rubidium Copper Sulfide","Hydrus:item-skota-2013-02-23T03:45:10.010Z","ds247vz0452","Undergraduate Theses, Department of Physics","item","v3 Accessioned","2013-02-23","2013-06-04",
"http://purl.stanford.edu/jr862xf3786","Hydrus","Hydrus:item-cnilsen-2014-03-27T17:26:50.191Z","jd484mb4712","ReNUWIt Data Collection","item","v1 Registered","2014-03-27","",
"http://purl.stanford.edu/jr938vv9537","Undergraduate Theses, Program in Feminist, Gender, and Sexuality Studies","Hydrus:collection-regirob-2013-06-26T19:49:07.232Z","","","collection; set","v2 Registered","2013-06-26","2014-03-03",
"http://purl.stanford.edu/js153pq5624","Code Supplement: Winnick et al., in review","Hydrus:item-mwinnick-2015-07-25T22:04:24.533Z","md919gh6774","Stanford Research Data","item","v1 Registered","2015-07-25","",
"http://purl.stanford.edu/js533sk1281","Compact Descriptors for Visual Search (CDVS) Patches Dataset","Hydrus:item-dmchen-2014-05-17T14:36:58.903Z","dy168sr2794","Research Datasets for MPEG","item","v3 Accessioned","2014-05-17","2014-10-09",
"http://purl.stanford.edu/js548xh6200","AMICA Founding Chapter Newsletter, 1978, March Issue","Hydrus:item-jessie2-2015-06-16T19:19:56.979Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-16","",
"http://purl.stanford.edu/js565gn6108","APO for Stanford University, Department of Computer Science, Films","Hydrus:adminPolicy-dhartwig-2013-05-31T23:56:17.241Z","","","adminPolicy","v2 Accessioned","2013-05-31","2014-08-07",
"http://purl.stanford.edu/js608ry8854","The Major Works of Jane Addams","Hydrus:item-yahairaa-2014-06-17T21:23:46.666Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v3 Accessioned","2014-06-17","2014-08-01",
"http://purl.stanford.edu/js883dq5909","Improving Curvature Analyses of Deformed Horizons Using Scale-Dependent Filtering Techniques","Hydrus:item-elenas55-2015-06-29T16:26:15.985Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-29","2015-07-20",
"http://purl.stanford.edu/js932bf4538","Fluid Flow Through Porous Sandstone with Overprinting and Intersecting Geological Structures of Various Types: 2D and 3D Cases","Hydrus:item-elenas55-2015-06-18T20:04:45.303Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-06-18","2015-07-29",
"http://purl.stanford.edu/jt044sn6770","William Shakespeare: Oxford Edition","Hydrus:item-yahairaa-2014-06-17T18:59:08.333Z","xk489nz9295","Humanities Text Services Full-Text Data Collection","item","v1 Accessioned","2014-06-17","2014-06-17",
"http://purl.stanford.edu/jt337zj5967","Fractures, Faults, and Hydrocarbon Migration and Flow","Hydrus:item-elenas55-2015-07-01T15:24:54.742Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-07-01","2015-07-20",
"http://purl.stanford.edu/jt515yr4631","Pneumatic Pneus Founding Chapter Newsletter, 2003, September Issue","Hydrus:item-jessie2-2015-06-17T16:16:15.370Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-17","",
"http://purl.stanford.edu/jt557ym0686","kljhjkh","Hydrus:item-hfrost-2013-09-19T00:08:42.893Z","kq696sh3014","History of Media Preservation in Research Libraries","item","v1 Registered","2013-09-19","",
"http://purl.stanford.edu/jt937df3699","The Collected Works of G. K. Chesterton","Hydrus:item-yahairaa-2014-06-19T17:06:20.763Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v2 Accessioned","2014-06-19","2014-08-01",
"http://purl.stanford.edu/jv070mf5928","The Global Diffusion of the Internet Project: An Initial Inductive Study","Hydrus:item-dhartwig-2013-04-02T02:10:40.453Z","mj967kf3562","Michael M. May Papers","item","v2 Accessioned","2013-04-02","2014-04-04",
"http://purl.stanford.edu/jv127rd8314","Stochastic Model for Earthquake Ground Motion using Wavelet Packets","Hydrus:item-racquelh-2013-11-21T19:46:45.238Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v2 Accessioned","2013-11-21","2014-01-21",
"http://purl.stanford.edu/jv176xq1879","APO for Temperature variation effects on intertidal communities","Hydrus:adminPolicy-millerlp-2014-11-12T01:01:31.232Z","","","adminPolicy","v1 Accessioned","2014-11-12","2014-11-12",
"http://purl.stanford.edu/jv222bg0652","Letters and memoirs","Hydrus:item-dhartwig-2013-05-31T21:40:46.983Z","mt423yd8582","Stanford Student Letters and Memoirs","item","v4 Registered","2013-05-31","2014-02-08",
"http://purl.stanford.edu/jv340xf2222","AMICA Bulletin, 2000, Volume 37, Issue 6","Hydrus:item-jessie2-2015-06-15T21:07:09.097Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jv404vh2078","Photographs","Hydrus:item-dhartwig-2014-11-14T22:59:12.269Z","mj695gr9489","Stanford Views Photographs","item","v1 Accessioned","2014-11-14","2014-11-15",
"http://purl.stanford.edu/jv462cj4402","AMICA Bulletin, 2002, Volume 39, Issue 5","Hydrus:item-jessie2-2015-06-15T21:28:25.926Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jv545yc8727","The ChucK Audio Programming Language","Hydrus:item-gewang-2014-04-09T01:38:15.512Z","hn807kb3349","Center for Computer Research in Music and Acoustics (CCRMA)","item","v2 Accessioned","2014-04-09","2014-10-22",
"http://purl.stanford.edu/jv572zq4647","The Eighteenth Century","Hydrus:item-dayanas-2014-06-20T20:02:42.664Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v2 Accessioned","2014-06-20","2014-07-31",
"http://purl.stanford.edu/jv573sh5207","Ella J. Patterson Photographs","Hydrus:collection-dhartwig-2014-10-08T02:13:17.522Z","","","collection; set","v1 Accessioned","2014-10-08","2014-10-08",
"http://purl.stanford.edu/jv585tc6322","Bienenstock, Arthur I.","Hydrus:item-cglasser-2015-01-20T20:36:50.357Z","zy176sq5284","Stanford Historical Society Oral History Program Interviews","item","v1 Accessioned","2015-01-20","2015-01-20",
"http://purl.stanford.edu/jv704br7569","AMICA Bulletin, 1985, Volume 22, Issue 7","Hydrus:item-jessie2-2015-06-15T17:36:30.065Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jv850dm3137","APO for Steven Chu Papers","Hydrus:adminPolicy-dhartwig-2013-12-18T22:11:26.530Z","","","adminPolicy","v2 Accessioned","2013-12-18","2014-08-07",
"http://purl.stanford.edu/jv866mm3322","Audiovisual Material","Hydrus:item-dhartwig-2014-12-02T17:29:19.976Z","kf322tq0184","Gene H. Golub Papers","item","v1 Accessioned","2014-12-02","2014-12-02",
"http://purl.stanford.edu/jv968ss0744","AMICA Bulletin, 1999, Volume 36, Issue 4","Hydrus:item-jessie2-2015-06-15T20:50:31.714Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/jw005mj4660","APO for Graduate School of Education Open Archive","Hydrus:adminPolicy-hfrost-2014-04-14T04:53:03.752Z","","","adminPolicy","v2 Accessioned","2014-04-14","2014-08-07",
"http://purl.stanford.edu/jw080wt6699","Normal Faults as Precursors to Strike-Slip Fault Networks in the Basin and Range Province, Valley of Fire State Park, Nevada (USA)","Hydrus:item-elenas55-2015-06-18T22:03:50.384Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-18","2015-07-21",
"http://purl.stanford.edu/jw119rc4783","AMICA Bulletin, 1973, Volume 10, Issue 7","Hydrus:item-jessie2-2015-06-12T16:44:35.276Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-12","2015-06-13",
"http://purl.stanford.edu/jw174hd9042","Gimon Conference on French Political Economy, 1650-1848 (2004 Apr 16-19: Stanford University)","Hydrus:collection-dhartwig-2013-06-06T16:30:10.932Z","","","collection; set","v1 Accessioned","2013-06-06","2013-06-06",
"http://purl.stanford.edu/jw329pz3446","APO for Leland Stanford Collection","Hydrus:adminPolicy-dhartwig-2013-05-11T00:15:44.112Z","","","adminPolicy","v2 Accessioned","2013-05-11","2014-08-07",
"http://purl.stanford.edu/jw598xm2819","Global Ends and Local Means: Lessons about Filipino Youth Activism and Civic Engagement in Anakbayan","Hydrus:item-julianmj-2013-06-04T06:48:03.810Z","qs035dj7859","Undergraduate Honors Theses, Graduate School of Education","item","v2 Accessioned","2013-06-04","2013-08-20",
"http://purl.stanford.edu/jw683dy3472","The Stanford Diverging Cusped Field Thruster: Design, Construction, and Initial Testing","Hydrus:item-skota-2013-04-04T02:55:00.872Z","xv924ks7647","Undergraduate Theses, Program in Engineering Physics","item","v2 Accessioned","2013-04-04","2013-07-24",
"http://purl.stanford.edu/jw726sg9263","Stanford Lawyer","Hydrus:item-dhartwig-2013-03-18T23:47:06.150Z","zq285wf3612","Stanford Lawyer","item","v2 Accessioned","2013-03-18","2014-04-02",
"http://purl.stanford.edu/jw744qb4534","FITTING: A Subroutine to Fit Four-Moment Probability Distributions to Data","Hydrus:item-kbugyi-2014-08-29T17:13:33.735Z","jx221pk5832","Reliability of Marine Structures Program","item","v2 Accessioned","2014-08-29","2015-04-10",
"http://purl.stanford.edu/jw813zt9852","Voluntary participation in organizational decision-making : a model and an experimental test. [TR 44]","Hydrus:item-regirob-2014-07-25T17:53:08.002Z","vj354pj0087","Laboratory for Social Research Technical Report Series (1961-1985), Stanford University Department of Sociology","item","v2 Accessioned","2014-07-25","2015-06-02",
"http://purl.stanford.edu/jw904pj3714","Photographs","Hydrus:item-dhartwig-2015-03-05T17:01:43.583Z","qf662dw6478","Paul Alexander Baran Papers","item","v2 Accessioned","2015-03-05","2015-03-17",
"http://purl.stanford.edu/jw937tf0340","Static and Dynamic Analysis of Plane and Space Frames","Hydrus:item-racquelh-2013-11-22T17:34:55.718Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v1 Accessioned","2013-11-22","2013-11-23",
"http://purl.stanford.edu/jx033xn1051","Industrial Agriculture and the Potential for Sustainability: An Ethnography of Iowa Farmers","Hydrus:item-follmann-2015-05-25T20:49:26.276Z","rj822rp7129","Undergraduate and Graduate Theses, Department of Anthropology","item","v1 Accessioned","2015-05-25","2015-06-02",
"http://purl.stanford.edu/jx040zr7628","William of Ockham: The Work of Ninety Days: A defense of Franciscan Poverty against Pope John XXII","Hydrus:item-yahairaa-2014-06-20T17:24:33.716Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v2 Accessioned","2014-06-20","2014-08-01",
"http://purl.stanford.edu/jx196jb2519","Custom Tools For the Visualization of Stress and Displacement Fields From Three-Dimensional Numerical Models","Hydrus:item-elenas55-2015-06-30T23:23:27.314Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-06-30","2015-07-29",
"http://purl.stanford.edu/jx221pk5832","Reliability of Marine Structures Program","Hydrus:collection-racquelh-2014-07-28T16:46:21.981Z","","","collection; set","v1 Accessioned","2014-07-28","2014-07-30",
"http://purl.stanford.edu/jx337mp4364","APO for Kenneth M. Cuthbertson Talk on Stanford Fundraising History","Hydrus:adminPolicy-dhartwig-2014-12-04T18:52:50.402Z","","","adminPolicy","v1 Accessioned","2014-12-04","2014-12-04",
"http://purl.stanford.edu/jx379nx5549","MDCK cell culture protocols","Hydrus:item-simba85-2015-01-08T23:25:15.082Z","md919gh6774","Stanford Research Data","item","v1 Registered","2015-01-08","",
"http://purl.stanford.edu/jx492nr7482","APO for Stanford Spoken Word Collective Collection - ARS.0145","Hydrus:adminPolicy-jmanton-2013-11-23T00:01:18.584Z","","","adminPolicy","v2 Accessioned","2013-11-23","2014-08-07",
